game_index,category,split,seed,lineup,rewards,statuses,winners
225,without_mine,train,20260841,intruder 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
219,without_mine,train,20260835,best intruder smith 1039,"[-1.0, -1.0, -1.0, 1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""1039""]"
229,without_mine,train,20260845,best intruder smith 1039,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
227,without_mine,train,20260843,intruder 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
230,without_mine,train,20260846,best intruder 1200 1039,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
232,without_mine,train,20260848,best smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
228,without_mine,train,20260844,best intruder smith 1200,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
233,without_mine,train,20260849,intruder smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
234,without_mine,train,20260850,best 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
236,without_mine,train,20260852,best 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
235,without_mine,train,20260851,intruder 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
237,without_mine,train,20260853,intruder 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
231,without_mine,train,20260847,best intruder,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
241,without_mine,train,20260857,best intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
238,without_mine,train,20260854,best intruder smith 1200,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
239,without_mine,train,20260855,best intruder smith 1039,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
240,without_mine,train,20260856,best intruder 1200 1039,"[1.0, -1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
244,without_mine,train,20260860,best 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
242,without_mine,train,20260858,best smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
243,without_mine,train,20260859,intruder smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
245,without_mine,train,20260861,intruder 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
247,without_mine,train,20260863,intruder 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
246,without_mine,train,20260862,best 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
251,without_mine,train,20260867,best intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
248,without_mine,train,20260864,best intruder smith 1200,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
252,without_mine,train,20260868,best smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
253,without_mine,train,20260869,intruder smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
249,without_mine,train,20260865,best intruder smith 1039,"[1.0, -1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
250,without_mine,train,20260866,best intruder 1200 1039,"[1.0, -1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
257,without_mine,train,20260873,intruder 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
256,without_mine,train,20260872,best 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
255,without_mine,train,20260871,intruder 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
254,without_mine,train,20260870,best 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
259,without_mine,train,20260875,best intruder smith 1039,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
258,without_mine,train,20260874,best intruder smith 1200,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
263,without_mine,train,20260879,intruder smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
262,without_mine,train,20260878,best smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
260,without_mine,train,20260876,best intruder 1200 1039,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
265,without_mine,train,20260881,intruder 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
266,without_mine,train,20260882,best 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
264,without_mine,train,20260880,best 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
267,without_mine,train,20260883,intruder 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
261,without_mine,train,20260877,best intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
269,without_mine,train,20260885,best intruder smith 1039,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
272,without_mine,train,20260888,best smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
273,without_mine,train,20260889,intruder smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
271,without_mine,train,20260887,best intruder,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
275,without_mine,train,20260891,intruder 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
270,without_mine,train,20260886,best intruder 1200 1039,"[1.0, -1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
268,without_mine,train,20260884,best intruder smith 1200,"[-1.0, -1.0, -1.0, 1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""1200""]"
277,without_mine,train,20260893,intruder 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
274,without_mine,train,20260890,best 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
276,without_mine,train,20260892,best 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
281,without_mine,train,20260897,best intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
278,without_mine,train,20260894,best intruder smith 1200,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
279,without_mine,train,20260895,best intruder smith 1039,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
283,without_mine,train,20260899,intruder smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
282,without_mine,train,20260898,best smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
280,without_mine,train,20260896,best intruder 1200 1039,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
285,without_mine,train,20260901,intruder 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
287,without_mine,train,20260903,intruder 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
286,without_mine,train,20260902,best 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
288,without_mine,train,20260904,best intruder smith 1200,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
284,without_mine,train,20260900,best 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
291,without_mine,train,20260907,best intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
292,without_mine,train,20260908,best smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
289,without_mine,train,20260905,best intruder smith 1039,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
290,without_mine,train,20260906,best intruder 1200 1039,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
293,without_mine,train,20260909,intruder smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
297,without_mine,train,20260913,intruder 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
295,without_mine,train,20260911,intruder 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
294,without_mine,train,20260910,best 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
296,without_mine,train,20260912,best 1039,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""1039""]"
298,without_mine,train,20260914,best intruder smith 1200,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
302,without_mine,train,20260918,best smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
300,without_mine,train,20260916,best intruder 1200 1039,"[1.0, -1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
301,without_mine,train,20260917,best intruder,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
303,without_mine,train,20260919,intruder smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
305,without_mine,train,20260921,intruder 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
299,without_mine,train,20260915,best intruder smith 1039,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
307,without_mine,train,20260923,intruder 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
306,without_mine,train,20260922,best 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
304,without_mine,train,20260920,best 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
308,without_mine,train,20260924,best intruder smith 1200,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
309,without_mine,train,20260925,best intruder smith 1039,"[1.0, -1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
312,without_mine,train,20260928,best smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
310,without_mine,train,20260926,best intruder 1200 1039,"[1.0, -1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
313,without_mine,train,20260929,intruder smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
314,without_mine,train,20260930,best 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
315,without_mine,train,20260931,intruder 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
316,without_mine,train,20260932,best 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
317,without_mine,train,20260933,intruder 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
311,without_mine,train,20260927,best intruder,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
319,without_mine,train,20260935,best intruder smith 1039,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
321,without_mine,train,20260937,best intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
318,without_mine,train,20260934,best intruder smith 1200,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
322,without_mine,train,20260938,best smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
323,without_mine,train,20260939,intruder smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
320,without_mine,train,20260936,best intruder 1200 1039,"[1.0, -1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
325,without_mine,train,20260941,intruder 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
326,without_mine,train,20260942,best 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
324,without_mine,train,20260940,best 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
327,without_mine,train,20260943,intruder 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
329,without_mine,train,20260945,best intruder smith 1039,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
332,without_mine,train,20260948,best smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
331,without_mine,train,20260947,best intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
328,without_mine,train,20260944,best intruder smith 1200,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""smith""]"
333,without_mine,train,20260949,intruder smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
334,without_mine,train,20260950,best 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
336,without_mine,train,20260952,best 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
330,without_mine,train,20260946,best intruder 1200 1039,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
337,without_mine,train,20260953,intruder 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
335,without_mine,train,20260951,intruder 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
338,without_mine,train,20260954,best intruder smith 1200,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
339,without_mine,train,20260955,best intruder smith 1039,"[1.0, -1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
342,without_mine,train,20260958,best smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
340,without_mine,train,20260956,best intruder 1200 1039,"[1.0, -1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
343,without_mine,train,20260959,intruder smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
346,without_mine,train,20260962,best 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
345,without_mine,train,20260961,intruder 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
344,without_mine,train,20260960,best 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
341,without_mine,train,20260957,best intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
347,without_mine,train,20260963,intruder 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
349,without_mine,train,20260965,best intruder smith 1039,"[1.0, -1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
348,without_mine,train,20260964,best intruder smith 1200,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
352,without_mine,train,20260968,best smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
353,without_mine,train,20260969,intruder smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
354,without_mine,train,20260970,best 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
355,without_mine,train,20260971,intruder 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
351,without_mine,train,20260967,best intruder,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
356,without_mine,train,20260972,best 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
357,without_mine,train,20260973,intruder 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
358,without_mine,train,20260974,best intruder smith 1200,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
360,without_mine,train,20260976,best intruder 1200 1039,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
359,without_mine,train,20260975,best intruder smith 1039,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
362,without_mine,train,20260978,best smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
363,without_mine,train,20260979,intruder smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
361,without_mine,train,20260977,best intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
365,without_mine,train,20260981,intruder 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
364,without_mine,train,20260980,best 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
366,without_mine,train,20260982,best 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
367,without_mine,train,20260983,intruder 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
350,without_mine,train,20260966,best intruder 1200 1039,"[-1.0, -1.0, -1.0, 1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""1039""]"
371,without_mine,train,20260987,best intruder,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
372,without_mine,train,20260988,best smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
368,without_mine,train,20260984,best intruder smith 1200,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
369,without_mine,train,20260985,best intruder smith 1039,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
373,without_mine,train,20260989,intruder smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
370,without_mine,train,20260986,best intruder 1200 1039,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
374,without_mine,train,20260990,best 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
375,without_mine,train,20260991,intruder 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
377,without_mine,train,20260993,intruder 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
376,without_mine,train,20260992,best 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
379,without_mine,train,20260995,best intruder smith 1039,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
378,without_mine,train,20260994,best intruder smith 1200,"[1.0, -1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
383,without_mine,train,20260999,intruder smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
381,without_mine,train,20260997,best intruder,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
380,without_mine,train,20260996,best intruder 1200 1039,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
386,without_mine,train,20261002,best 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
384,without_mine,train,20261000,best 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
385,without_mine,train,20261001,intruder 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
382,without_mine,train,20260998,best smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
387,without_mine,train,20261003,intruder 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
388,without_mine,train,20261004,best intruder smith 1200,"[1.0, -1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
389,without_mine,train,20261005,best intruder smith 1039,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
393,without_mine,train,20261009,intruder smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
391,without_mine,train,20261007,best intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
392,without_mine,train,20261008,best smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
390,without_mine,train,20261006,best intruder 1200 1039,"[1.0, -1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
396,without_mine,train,20261012,best 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
397,without_mine,train,20261013,intruder 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
394,without_mine,train,20261010,best 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
395,without_mine,train,20261011,intruder 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
398,without_mine,train,20261014,best intruder smith 1200,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
401,without_mine,test,20261017,best intruder,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
399,without_mine,train,20261015,best intruder smith 1039,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
402,without_mine,test,20261018,best smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
403,without_mine,test,20261019,intruder smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
400,without_mine,train,20261016,best intruder 1200 1039,"[1.0, -1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
405,without_mine,test,20261021,intruder 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
404,without_mine,test,20261020,best 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
407,without_mine,test,20261023,intruder 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
406,without_mine,test,20261022,best 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
409,without_mine,test,20261025,best intruder smith 1039,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
412,without_mine,test,20261028,best smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
411,without_mine,test,20261027,best intruder,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
413,without_mine,test,20261029,intruder smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
410,without_mine,test,20261026,best intruder 1200 1039,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
416,without_mine,test,20261032,best 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
414,without_mine,test,20261030,best 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
415,without_mine,test,20261031,intruder 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
417,without_mine,test,20261033,intruder 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
418,without_mine,test,20261034,best intruder smith 1200,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
419,without_mine,test,20261035,best intruder smith 1039,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
422,without_mine,test,20261038,best smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
421,without_mine,test,20261037,best intruder,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
423,without_mine,test,20261039,intruder smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
420,without_mine,test,20261036,best intruder 1200 1039,"[1.0, -1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
424,without_mine,test,20261040,best 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
425,without_mine,test,20261041,intruder 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
408,without_mine,test,20261024,best intruder smith 1200,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
427,without_mine,test,20261043,intruder 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
428,without_mine,test,20261044,best intruder smith 1200,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
426,without_mine,test,20261042,best 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
430,without_mine,test,20261046,best intruder 1200 1039,"[1.0, -1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
432,without_mine,test,20261048,best smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
431,without_mine,test,20261047,best intruder,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
433,without_mine,test,20261049,intruder smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
429,without_mine,test,20261045,best intruder smith 1039,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""smith""]"
434,without_mine,test,20261050,best 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
437,without_mine,test,20261053,intruder 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
435,without_mine,test,20261051,intruder 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
436,without_mine,test,20261052,best 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
438,without_mine,test,20261054,best intruder smith 1200,"[1.0, -1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
439,without_mine,test,20261055,best intruder smith 1039,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
442,without_mine,test,20261058,best smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
441,without_mine,test,20261057,best intruder,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
443,without_mine,test,20261059,intruder smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
444,without_mine,test,20261060,best 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
445,without_mine,test,20261061,intruder 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
446,without_mine,test,20261062,best 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
447,without_mine,test,20261063,intruder 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
448,without_mine,test,20261064,best intruder smith 1200,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
